CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
8.31,6.02,60,36,59,61,0,59,93,76,11,71.62
6.27,8.08,38,26,87,44,0,91,94,76,15,78.1
5.71,9.47,17,44,55,53,1,55,72,12,19,72.89
7.72,7.56,12,89,100,38,0,47,34,32,19,69.71
8.83,8.4,14,83,72,15,1,73,37,19,11,73.11
7.8,5.82,16,82,61,98,1,71,89,32,18,86.7
5.52,7.95,73,98,81,51,1,80,83,74,18,82.04
5.94,6.71,40,30,55,73,1,73,77,68,4,69.98
7.6,7.94,11,74,90,31,1,99,93,18,6,79.31
6.3,8.29,91,40,51,17,0,40,79,73,16,60.15
8.38,5.86,65,61,88,4,0,72,40,19,3,63.2
9.43,6.65,94,38,78,73,0,93,95,53,17,94.09
8.37,7.34,49,100,82,70,1,26,93,14,1,66.93
5.1,7.06,52,84,83,21,0,32,62,22,14,55.68
5.97,6.48,69,11,98,97,0,67,33,25,15,79.92
8.18,6.16,23,26,73,6,1,70,64,29,8,61.11
7.39,7.6,27,26,79,95,1,6,53,50,14,63.19
8.32,5.05,94,72,68,87,1,3,61,5,7,62.98
6.97,6.51,79,48,96,23,0,16,53,8,20,57.46
6.56,5.02,58,32,59,78,1,19,56,1,10,59.17
7.33,9.53,57,59,100,93,1,84,42,16,20,98.22
8.16,7.25,100,80,82,48,0,90,88,36,2,82.39
5.91,5.49,96,34,85,16,1,22,55,27,18,52.37
8.58,6.46,64,80,61,71,0,34,58,40,3,66.72
6.63,8.68,66,43,98,86,0,30,80,24,2,68.05
5.37,8.87,41,32,72,78,1,49,75,17,2,67.57
5.29,8.77,95,53,97,82,1,86,83,81,14,88.4
6.52,5.87,61,97,52,7,0,66,71,42,6,59.9
6.52,9.12,18,40,88,22,1,33,45,29,15,58.68
6.96,5.17,11,92,75,11,1,90,33,12,5,65.94
6.76,5.72,36,25,93,54,0,5,48,41,0,43.74
7.76,7.35,28,30,54,69,1,13,60,51,3,54.65
7.03,7.78,51,26,98,92,1,60,31,31,9,78.06
8.73,5.41,44,92,63,56,0,55,53,36,3,68.12
6.18,9.24,29,46,99,11,0,15,65,5,15,52.59
9.13,5.31,41,48,55,30,1,13,37,7,13,54.0
8.71,5.62,37,95,51,10,0,93,61,21,5,71.51
8.75,8.98,79,100,84,81,0,56,74,34,0,82.08
6.75,8.75,62,58,83,75,1,55,79,34,3,74.5
5.32,6.69,98,89,77,36,1,51,74,15,11,66.57
6.31,5.95,69,39,96,31,1,9,81,79,14,49.23
5.77,5.32,55,71,86,20,0,36,81,49,6,50.24
6.86,7.29,89,26,81,3,0,16,81,60,13,48.45
6.7,5.32,69,38,93,11,0,54,94,17,7,56.42
5.54,8.21,45,83,80,31,1,41,73,1,15,64.62
8.74,5.47,27,69,61,84,0,24,64,43,20,70.43
8.73,6.1,67,87,53,16,0,94,57,13,6,76.01
6.93,5.56,41,16,88,43,0,38,92,32,18,60.96
7.74,6.01,81,100,82,23,0,24,63,11,18,62.27
9.2,5.29,43,87,65,1,0,14,36,1,3,46.16
5.82,7.27,95,10,59,9,1,56,81,64,16,60.17
8.87,7.96,50,24,99,63,0,9,35,28,17,64.27
7.57,6.99,65,79,76,64,0,79,54,29,10,81.96
5.24,7.43,83,91,77,34,1,52,65,32,19,69.93
6.81,7.41,13,32,59,75,1,5,54,23,18,59.16
7.48,7.31,10,65,100,21,1,41,97,57,20,63.7
6.16,8.78,19,31,85,0,1,38,95,83,10,50.77
7.82,8.02,33,66,72,48,0,26,69,8,8,62.09
7.26,9.35,45,41,91,41,1,91,38,35,13,82.37
5.55,6.0,89,75,96,66,0,56,30,10,1,67.44
5.27,8.05,19,43,84,41,0,79,81,79,18,72.48
7.02,8.01,10,71,85,39,0,19,35,22,12,56.46
6.33,5.11,19,29,79,38,0,23,75,12,0,44.37
6.44,5.01,42,100,91,90,1,79,83,6,12,84.56
8.8,5.26,97,43,100,70,1,52,84,27,6,74.25
5.28,6.11,98,69,69,23,1,18,73,57,4,46.59
7.76,6.7,75,100,55,92,1,20,83,78,20,75.09
5.49,5.57,35,63,63,67,1,75,61,7,5,70.61
8.43,5.89,73,58,65,86,1,70,90,84,6,80.26
8.0,7.1,49,69,66,62,0,56,34,14,12,75.05
6.25,7.67,44,15,72,87,0,37,60,45,13,68.31
7.44,5.69,78,19,88,21,1,74,95,49,14,69.07
6.98,5.34,90,41,67,31,1,17,79,22,18,55.94
6.48,5.68,68,32,84,6,0,14,92,44,12,44.31
7.1,5.8,73,59,65,40,1,7,43,36,9,50.19
7.0,5.9,34,93,82,55,1,51,36,11,9,68.25
7.91,6.23,36,21,91,3,0,38,59,4,13,54.16
6.28,9.7,83,69,98,74,1,100,60,39,5,91.41
8.8,7.94,65,45,67,49,0,48,67,37,16,74.15
5.06,9.16,60,15,73,35,1,55,81,41,7,62.1
9.46,8.5,47,37,94,19,1,47,76,7,7,66.6
5.04,6.67,74,91,74,13,1,15,47,36,8,46.03
7.19,7.63,64,78,74,62,1,28,43,13,2,63.34
6.73,6.04,15,94,56,9,1,38,41,15,14,54.67
8.63,7.29,11,32,65,17,0,32,52,14,15,57.4
7.72,6.94,68,73,98,3,1,4,90,59,20,52.06
6.41,9.12,29,35,62,91,1,9,39,22,5,60.49
7.44,7.1,54,50,59,3,1,81,34,14,15,70.0
7.84,9.18,35,91,74,100,1,60,97,35,3,84.5
6.97,8.8,88,98,89,100,1,6,36,4,5,71.04
7.6,7.17,48,45,97,53,0,4,30,14,19,59.4
6.07,7.68,11,42,63,72,0,100,52,32,0,77.49
5.81,6.79,61,79,78,48,1,46,65,24,12,66.18
7.06,6.99,20,19,67,6,0,39,77,16,6,49.12
5.49,5.22,33,85,83,45,0,14,57,23,10,49.84
6.78,9.56,15,65,78,40,0,64,62,45,8,70.11
5.64,5.45,22,85,54,65,0,99,59,27,3,75.58
9.19,6.85,12,68,57,86,0,11,77,6,18,69.61
9.31,6.64,49,84,69,24,0,30,89,50,7,59.34
5.49,9.09,88,36,92,6,0,10,40,33,10,46.72
9.14,7.86,54,21,61,77,0,100,79,54,15,93.45
7.42,9.36,21,97,55,36,0,24,48,41,0,55.37
5.75,6.08,15,58,70,19,0,74,62,33,13,62.81
8.89,5.68,41,78,66,73,1,100,64,36,4,86.56
7.56,8.74,77,56,50,86,1,28,67,32,4,70.27
5.1,7.24,47,29,71,80,1,51,30,20,0,63.38
7.33,6.25,95,99,51,39,1,0,71,9,0,49.58
6.01,5.99,89,75,50,98,0,41,82,40,15,75.29
7.12,5.46,24,55,68,96,1,76,68,2,0,77.12
6.31,8.74,62,23,61,4,1,89,52,11,4,67.31
6.31,9.18,87,98,95,90,0,24,37,30,8,73.13
6.16,9.18,80,71,71,21,1,78,35,10,17,78.08
9.0,6.96,85,83,59,79,1,40,63,27,10,77.7
8.81,5.26,99,53,64,54,0,37,51,33,3,63.15
5.5,9.32,35,84,51,60,1,59,50,20,8,72.27
6.24,9.09,69,69,57,16,1,23,50,50,0,49.28
7.92,5.44,91,94,63,41,1,46,78,17,1,64.02
7.48,6.98,52,73,75,47,1,57,36,33,13,71.37
6.19,6.12,71,17,74,19,0,72,90,24,6,61.48
6.47,8.86,58,61,54,97,1,97,94,67,13,94.58
7.24,9.15,13,29,77,23,1,24,34,23,20,58.73
9.5,6.49,12,38,96,43,0,5,31,7,0,49.46
7.25,9.45,28,93,59,89,0,50,39,38,14,80.88
7.14,6.76,63,42,84,34,0,52,79,69,18,67.19
6.48,6.56,54,96,74,41,0,0,65,14,7,49.65
8.48,7.35,78,43,60,55,1,58,77,12,14,77.63
6.86,5.09,44,32,89,18,1,56,67,54,0,52.18
6.58,7.78,57,10,74,16,1,63,95,71,5,59.43
8.54,6.21,13,19,82,32,0,18,35,22,12,51.89
5.06,9.72,57,63,87,78,0,54,83,71,0,70.17
7.11,8.09,27,26,94,56,1,38,98,22,17,68.66
6.78,5.06,85,72,72,15,1,80,46,35,2,63.77
7.32,6.31,93,68,80,55,1,9,91,69,13,59.53
7.18,6.06,60,99,82,0,1,34,81,51,6,51.83
5.08,8.68,68,59,76,20,1,37,61,28,6,55.4
6.09,6.88,72,58,75,28,1,12,94,73,5,47.4
5.29,6.01,11,66,82,79,1,14,51,44,1,50.62
6.2,7.87,96,61,55,19,0,90,62,30,2,70.88
7.2,7.53,32,67,94,33,1,92,75,72,15,79.45
8.59,6.2,88,15,50,4,0,79,52,3,11,68.58
7.3,5.3,18,90,54,47,1,84,98,7,18,79.06
6.76,5.43,53,99,77,56,1,91,57,53,18,83.41
7.82,6.06,42,53,75,75,0,57,81,36,5,71.49
6.65,6.18,17,28,82,97,1,97,60,55,11,85.63
8.59,7.05,86,54,98,84,1,72,73,55,19,91.0
7.51,6.66,13,65,100,47,0,69,67,8,11,73.15
6.54,6.72,46,41,60,90,0,58,75,15,14,77.3
8.38,6.13,74,37,71,64,0,90,63,50,6,80.96
7.98,7.81,39,95,60,46,1,36,42,31,0,61.48
9.37,8.82,45,66,87,43,0,22,68,9,10,66.54
6.94,6.08,15,54,76,38,0,49,65,20,15,63.13
6.37,7.74,95,73,70,19,1,64,84,62,8,66.94
6.19,5.83,65,11,86,33,1,13,97,82,4,43.8
8.82,9.16,49,33,63,67,1,79,90,34,8,84.85
6.68,8.05,84,12,75,20,1,57,87,45,15,66.11
7.61,9.79,68,22,93,6,1,82,33,30,11,73.15
8.22,7.51,83,56,76,76,0,50,85,70,0,72.16
6.04,8.43,47,43,96,63,1,52,100,17,18,75.52
8.96,7.9,19,66,71,47,1,77,99,22,17,83.28
5.32,8.17,55,81,79,11,1,28,89,87,7,50.26
8.09,5.78,78,53,57,19,1,62,52,36,9,64.62
5.02,8.16,54,31,79,71,1,65,70,57,13,73.79
5.92,5.1,63,99,91,7,0,20,35,13,17,50.59
6.59,6.05,35,51,81,57,1,2,59,37,6,48.57
8.52,9.07,39,76,92,33,1,32,36,29,2,61.6
7.5,9.33,38,54,61,48,1,40,55,8,18,72.33
6.85,7.74,92,50,89,72,1,19,96,6,20,71.81
7.94,5.31,16,96,50,47,0,79,32,11,0,69.29
8.49,7.38,93,89,59,73,1,15,98,73,7,67.09
8.72,9.77,55,40,100,4,1,57,84,67,16,70.57
6.21,8.65,33,64,73,83,1,2,31,29,16,62.07
5.93,5.36,74,56,59,14,1,78,59,41,5,61.3
8.24,9.1,95,47,77,70,1,30,77,26,6,72.27
7.58,5.75,71,52,58,69,0,45,66,56,3,64.66
6.99,9.3,55,77,54,23,1,87,70,33,11,78.24
5.06,7.71,54,35,54,1,1,28,64,5,3,43.55
7.55,7.35,59,80,67,13,0,60,92,80,1,60.39
7.23,6.09,39,74,51,80,1,97,75,45,7,84.83
6.16,5.07,56,49,59,42,1,68,55,10,19,70.56
5.87,9.18,89,42,84,66,1,76,72,57,11,81.52
6.78,6.23,22,83,90,78,1,83,81,59,15,83.79
7.57,7.46,23,37,83,61,1,12,68,32,9,57.31
7.35,7.32,74,99,66,88,0,61,96,54,12,83.82
6.74,9.03,36,38,84,1,1,4,45,13,19,49.28
5.64,9.3,33,61,69,4,1,30,72,57,4,48.29
8.97,8.46,55,71,67,45,0,47,93,25,3,69.65
6.01,6.72,22,84,58,44,0,81,30,19,20,76.4
7.05,5.04,36,33,61,84,1,92,72,27,0,76.99
7.63,5.31,31,20,68,70,1,44,34,23,4,61.5
6.24,6.15,31,36,71,99,0,57,75,20,12,75.39
9.22,5.55,52,47,92,30,0,72,73,11,1,68.28
6.68,8.35,62,63,51,79,1,36,44,15,14,73.39
8.11,5.02,65,64,51,23,0,36,39,32,15,58.03
8.0,5.62,31,53,97,64,1,97,62,41,10,83.45
5.45,7.03,21,49,97,29,1,95,100,7,18,76.99
7.83,6.73,64,74,56,54,0,3,31,1,6,55.09
5.21,8.7,35,25,50,17,1,74,48,25,6,61.51
7.13,5.86,47,52,87,39,1,41,31,8,19,65.5
8.56,9.48,94,24,53,67,0,33,38,9,1,69.08
5.5,8.75,38,10,75,100,1,93,49,25,6,85.56
7.06,5.56,81,29,95,18,1,3,73,60,16,46.98
9.36,9.58,94,22,71,21,1,92,58,18,9,83.87
6.56,9.45,32,75,70,100,1,84,70,31,12,92.46
9.33,9.08,21,39,83,40,1,57,53,22,8,72.74
9.11,9.31,82,75,93,100,1,77,86,7,2,95.15
5.58,8.32,13,13,64,30,0,11,74,3,13,47.69
7.92,8.49,74,77,89,23,1,8,37,3,2,53.62
5.59,5.78,36,80,50,3,0,57,30,23,18,57.04
8.54,8.12,40,75,56,62,1,88,35,14,14,88.63
5.48,9.24,98,73,94,99,0,40,61,52,10,78.27
9.31,8.02,85,91,65,86,1,28,86,30,7,77.39
5.32,5.57,12,66,54,32,0,77,77,25,8,62.54
5.23,6.56,30,75,57,62,0,98,55,39,4,75.56
7.7,8.58,13,87,76,28,1,47,63,12,8,65.49
8.78,8.3,52,97,65,63,0,99,79,57,18,95.91
7.59,8.04,66,98,95,54,1,8,39,10,6,61.08
6.67,9.14,68,92,94,92,0,72,35,27,8,87.49
6.94,6.23,36,73,59,82,1,69,93,6,13,80.52
8.07,6.71,57,94,78,19,1,18,85,79,15,56.89
6.91,7.97,66,75,65,88,0,49,40,25,9,76.91
5.97,5.94,97,48,55,82,0,68,31,22,1,71.88
6.86,5.43,53,23,65,29,1,45,91,82,20,60.22
5.29,6.24,67,72,65,79,1,51,63,62,10,69.26
9.14,6.42,94,14,90,69,1,94,61,13,4,86.69
6.22,6.68,28,80,53,50,0,52,54,49,3,60.39
7.15,8.71,62,27,63,78,0,50,92,7,6,73.74
5.85,9.61,31,68,55,0,0,68,33,31,20,66.61
8.76,8.97,42,41,65,47,0,46,75,64,2,65.81
5.23,6.21,72,57,88,25,1,16,44,44,3,43.93
5.87,7.47,10,73,52,45,1,55,83,79,19,67.41
7.62,5.17,48,85,61,80,0,100,60,28,17,91.07
8.3,6.69,64,58,54,20,1,88,64,25,3,72.0
9.35,9.33,98,22,50,100,1,38,48,2,3,80.83
9.05,7.31,79,68,93,71,0,94,72,19,9,92.56
8.44,8.43,97,85,73,8,0,16,66,3,5,56.17
5.09,6.29,34,24,91,64,0,51,85,10,14,65.52
7.2,7.06,33,48,66,18,0,52,46,43,10,58.55
8.42,7.88,96,95,99,45,0,94,52,48,8,87.43
5.6,6.0,68,53,55,5,0,66,62,25,9,57.64
7.01,6.6,34,64,63,47,1,78,58,7,20,79.41
6.87,8.77,58,98,59,30,1,60,37,12,3,68.39
5.33,6.61,28,52,59,52,0,64,63,25,0,60.87
7.48,7.75,82,93,67,30,0,30,77,43,14,64.34
8.12,6.12,74,84,53,76,1,64,92,36,3,77.08
8.95,7.31,45,35,88,36,1,57,73,73,19,73.23
9.22,8.37,10,22,84,45,0,9,39,21,0,51.57
7.78,5.5,18,28,96,22,1,70,92,22,3,61.22
8.08,7.32,89,67,57,66,1,3,66,11,16,65.11
6.18,9.29,71,77,52,48,1,8,91,86,15,59.31
7.58,8.27,91,41,92,45,0,7,88,24,15,61.1
7.78,5.36,86,14,87,18,0,84,68,60,8,67.56
8.0,5.94,36,47,76,13,1,92,76,45,18,75.0
5.6,9.54,57,95,88,61,1,77,55,17,13,84.27
6.66,6.96,23,68,58,21,0,30,74,17,1,48.87
8.49,9.42,96,22,81,61,0,6,66,17,4,61.66
9.35,5.65,44,94,73,60,0,28,74,23,5,64.72
7.43,6.55,69,13,86,2,1,97,46,39,16,72.79
5.33,7.37,27,56,67,47,1,22,33,27,18,56.81
8.67,6.08,44,69,53,49,0,34,77,13,1,59.9
5.45,8.54,17,28,85,70,0,45,72,55,20,69.93
9.26,8.79,47,32,88,10,0,2,52,34,8,49.26
7.03,6.23,84,78,94,28,1,60,47,11,4,66.16
7.85,5.26,49,89,85,25,1,56,87,9,2,62.05
7.4,9.36,55,47,58,1,0,71,99,68,20,71.43
8.25,6.3,77,76,73,36,1,41,54,24,8,64.91
8.64,5.23,95,40,71,56,0,46,62,20,11,69.75
6.95,9.26,62,62,52,70,0,77,84,75,10,82.41
5.42,6.22,85,81,63,31,1,97,93,9,11,77.53
6.76,7.46,68,19,78,24,1,53,86,45,6,60.17
7.2,8.11,85,84,55,62,0,57,82,17,2,73.68
8.0,5.72,35,68,55,92,1,66,93,63,6,77.78
8.18,6.73,15,87,85,91,0,13,34,20,3,62.78
5.03,9.62,53,66,86,32,0,31,98,57,18,62.42
8.92,9.77,52,29,81,39,1,43,60,52,8,68.65
6.7,7.03,80,98,79,68,1,7,88,29,6,60.2
5.91,7.86,37,78,85,81,1,16,35,15,10,63.71
9.42,5.77,100,29,91,7,1,54,52,19,17,68.04
9.35,5.74,98,70,99,25,1,87,78,26,11,81.38
5.5,6.43,21,32,61,37,1,2,62,4,8,42.48
5.71,8.38,58,49,68,2,1,57,57,49,1,53.79
8.61,9.69,19,74,100,33,1,40,64,57,14,69.81
8.18,8.45,20,92,67,4,1,63,74,46,10,66.44
8.11,5.85,32,10,70,55,1,19,41,32,14,56.73
6.44,8.56,74,48,61,85,1,43,39,17,10,74.67
7.89,8.56,39,34,60,50,1,12,84,43,9,57.43
8.7,5.28,46,71,99,43,1,34,52,31,19,67.12
7.68,8.32,32,91,87,78,0,40,67,48,13,75.68
6.43,6.7,65,43,79,37,1,84,83,31,20,78.61
7.26,6.46,68,42,50,1,0,93,74,42,20,73.34
8.83,5.92,13,30,94,72,1,18,97,22,11,62.37
7.97,8.61,12,98,79,27,0,82,72,38,19,81.2
6.51,8.18,89,30,89,0,1,15,32,1,14,51.45
6.92,6.24,33,23,70,45,0,59,61,57,19,67.34
7.67,7.48,52,63,93,43,0,62,83,65,1,67.46
8.05,9.7,49,23,100,29,1,58,79,7,0,67.34
9.37,9.72,14,89,71,9,0,9,100,67,6,52.82
8.23,9.55,50,86,76,87,0,21,84,35,16,77.56
6.92,7.86,31,27,96,57,1,94,50,3,2,78.74
5.1,8.42,30,82,99,84,1,31,53,24,12,69.36
5.9,6.76,29,23,66,91,1,63,67,9,4,71.83
9.46,6.2,16,96,81,7,1,87,83,22,1,70.23
6.85,6.0,89,36,63,92,1,87,59,14,20,91.49
7.61,5.45,84,92,78,31,1,74,31,18,5,70.85
9.18,7.75,91,83,83,23,1,56,53,13,20,78.91
5.44,5.03,33,54,74,5,0,30,98,77,8,41.97
8.54,8.89,55,21,99,16,0,42,100,51,3,59.52
6.1,8.05,71,75,52,14,0,74,32,4,1,64.7
7.3,9.11,96,40,56,37,0,44,68,55,17,70.26
9.4,5.79,74,79,80,49,0,32,82,81,15,68.22
8.79,8.0,25,56,84,54,1,91,35,17,20,89.83
8.3,7.47,89,49,84,53,0,19,62,58,17,66.03
7.29,5.69,56,13,74,55,0,8,85,5,12,53.36
5.15,6.2,49,89,99,30,1,48,64,22,17,63.65
8.29,6.69,51,43,89,40,1,53,63,19,12,69.56
7.2,8.55,76,97,78,52,0,98,85,67,17,91.59
7.46,5.3,88,28,64,73,1,0,53,9,19,60.27
6.44,5.05,100,88,66,12,1,57,61,61,10,60.22
8.64,6.92,74,73,64,1,1,63,72,33,20,71.2
8.91,7.95,44,83,78,39,0,54,30,3,8,72.74
6.74,7.93,53,97,62,2,0,85,36,25,9,69.69
9.23,6.04,53,12,77,94,0,48,49,44,18,79.11
8.28,7.51,21,16,60,4,1,1,77,11,3,39.43
8.21,9.46,32,44,91,20,0,59,81,78,17,71.15
7.04,8.53,20,57,66,18,0,41,88,69,14,59.42
8.07,7.04,65,74,72,55,1,91,34,32,8,83.0
5.48,7.55,15,44,76,18,0,3,31,20,17,43.96
7.81,5.1,79,71,55,92,0,44,78,25,3,71.24
8.07,7.86,45,95,66,83,1,91,69,12,2,89.1
7.42,5.77,82,97,55,5,1,6,42,33,4,43.27
7.67,9.16,94,46,56,60,0,2,95,26,11,61.79
7.47,6.83,65,33,96,58,1,38,100,9,2,63.49
5.9,7.26,80,83,68,14,0,66,33,19,16,68.07
9.4,8.29,40,65,63,66,0,24,93,45,12,70.09
7.51,5.84,65,50,91,82,1,67,47,30,8,78.1
8.39,9.7,66,52,79,5,0,56,77,34,4,64.93
7.0,5.02,11,26,93,8,0,54,80,39,18,56.41
6.95,7.22,34,22,95,15,1,19,79,13,11,49.94
9.25,7.43,93,11,100,65,1,30,58,33,10,70.42
5.52,5.6,36,65,91,36,0,74,57,18,15,68.84
7.93,7.02,46,72,87,26,0,63,92,47,6,66.96
5.06,9.39,47,55,60,44,0,63,61,41,1,64.2
7.25,5.29,100,25,53,19,1,45,34,28,9,56.05
9.38,8.57,74,87,84,61,1,88,98,8,9,92.89
7.95,6.72,79,28,56,1,0,18,30,30,11,47.09
7.71,6.36,90,10,77,83,1,79,76,11,15,86.46
5.85,8.0,28,84,66,32,0,64,57,11,4,64.61
7.95,5.79,36,93,76,65,0,74,47,19,19,83.13
8.66,5.85,33,98,70,94,0,39,87,76,0,69.87
6.57,7.27,49,59,73,14,0,77,90,90,3,62.66
9.5,7.34,31,68,82,66,0,35,35,25,12,71.77
7.29,7.53,25,34,67,85,1,25,35,13,20,70.71
7.07,5.01,33,20,56,64,1,82,43,22,14,75.0
9.27,5.04,73,39,86,91,1,11,48,32,17,69.11
5.44,6.87,26,15,84,68,1,16,33,8,12,55.44
5.07,8.38,42,83,55,53,1,60,99,52,5,67.34
5.02,6.44,75,22,83,80,0,90,72,63,5,76.74
6.3,7.15,85,35,99,12,1,55,83,55,13,62.36
5.11,6.21,62,61,70,4,1,20,62,2,1,40.9
6.5,9.08,16,92,78,67,1,27,98,80,5,63.52
6.36,6.35,33,65,91,44,0,71,88,22,20,75.01
7.91,8.91,94,61,82,29,0,59,76,56,10,72.88
6.49,5.65,43,17,81,9,0,33,53,34,1,42.68
6.07,7.55,80,84,93,31,0,72,62,29,1,68.31
5.96,9.66,21,75,53,95,0,11,74,34,20,70.37
6.26,5.32,26,87,85,66,1,26,40,20,3,56.37
6.96,7.07,10,49,97,96,1,35,65,18,5,68.67
9.4,6.22,48,94,61,9,0,1,36,20,1,44.23
7.97,7.17,54,37,69,26,0,97,89,34,0,72.97
9.46,8.62,14,53,89,48,1,4,56,41,14,60.45
7.11,6.78,70,34,84,11,0,36,85,80,0,48.68
5.18,5.66,36,41,96,1,0,55,81,56,16,53.48
8.92,9.36,95,35,99,52,0,16,88,31,11,68.02
8.87,6.89,69,17,56,77,1,35,72,8,17,74.66
8.51,8.54,30,68,75,3,1,97,31,27,5,73.93
6.02,7.88,99,50,71,8,1,37,50,19,4,53.81
7.98,7.86,60,60,82,99,0,97,82,82,3,91.52
9.24,5.15,96,63,74,42,1,24,64,5,2,59.48
7.86,7.3,95,18,91,98,1,24,30,19,7,71.0
5.68,6.3,63,28,84,3,1,45,68,8,15,54.76
7.4,5.22,77,18,50,15,0,10,79,71,18,46.55
7.92,6.1,94,37,99,14,0,90,58,12,15,77.23
8.34,8.54,41,77,78,72,0,5,33,7,17,68.04
5.95,7.34,98,61,73,92,0,85,33,32,1,82.3
8.46,7.07,40,58,55,22,0,82,40,14,5,70.81
7.46,8.76,67,20,76,75,1,63,33,20,20,84.0
8.96,5.65,67,43,89,48,0,24,62,50,20,65.07
6.91,9.65,70,74,54,24,1,89,75,9,6,78.63
5.41,9.16,64,63,67,49,0,21,79,38,19,63.48
6.43,8.35,44,16,80,77,1,4,68,67,12,57.46
7.65,9.27,62,36,64,11,1,13,63,44,4,49.02
7.97,8.41,38,18,93,48,0,59,73,72,14,72.15
7.52,8.51,76,66,82,63,1,23,47,6,13,70.15
6.04,7.32,22,50,72,28,0,51,89,30,11,59.94
7.62,7.09,45,23,72,60,1,47,49,25,20,72.47
7.39,7.89,16,30,55,37,0,88,53,35,7,72.18
9.3,6.78,86,41,74,56,0,10,73,14,15,64.68
5.49,8.72,46,53,70,18,1,19,33,20,12,51.13
5.48,9.5,22,23,58,67,0,86,90,43,11,79.0
7.42,6.47,73,29,71,57,1,12,51,6,19,62.06
9.25,6.18,97,15,58,28,1,59,90,3,15,72.08
6.48,8.07,42,20,59,95,1,53,98,62,4,72.23
9.02,5.24,52,15,50,70,0,10,44,20,5,54.77
9.27,5.76,44,53,67,6,1,89,99,19,2,68.81
8.42,5.8,21,28,61,7,1,9,97,32,1,39.18
6.62,6.88,23,48,57,71,0,74,81,55,6,72.67
8.36,6.15,98,69,74,98,0,85,67,22,19,97.15
8.79,5.72,49,17,62,78,1,13,44,24,4,57.83
5.19,8.34,90,41,83,71,1,49,80,42,20,76.36
8.07,5.35,13,76,62,45,0,25,40,28,7,54.33
6.44,8.55,81,17,64,32,1,79,74,24,8,72.56
5.2,6.42,69,84,63,22,1,68,41,5,2,61.6
8.39,8.81,94,38,66,39,1,41,45,18,1,65.47
9.33,6.34,41,70,74,41,1,71,89,18,14,78.5
6.75,9.37,32,24,83,95,0,37,43,33,16,75.53
8.68,5.91,35,23,82,22,1,80,59,58,11,69.11
7.76,9.19,78,39,82,99,1,22,100,25,19,80.19
6.11,7.91,55,54,53,90,1,75,73,48,18,85.93
6.63,5.1,50,65,59,44,0,35,71,55,0,51.59
5.69,7.37,47,70,90,90,0,69,49,40,11,79.8
9.45,6.54,88,10,85,69,1,7,100,86,12,62.56
7.14,9.07,62,32,71,49,1,78,92,33,3,75.72
5.15,6.72,54,31,61,26,1,60,63,28,13,60.92
7.23,6.12,15,59,96,53,1,41,75,70,6,60.16
8.07,8.06,33,21,70,59,1,76,76,19,19,82.98
7.98,5.9,35,67,72,55,1,88,60,43,15,81.7
7.61,5.53,81,60,64,80,0,53,34,5,14,77.23
6.76,9.0,17,82,90,0,1,22,69,53,14,52.65
9.29,6.3,99,44,55,26,1,42,97,31,20,70.14
5.86,9.33,17,31,66,11,0,95,99,41,3,67.3
8.62,8.52,42,95,87,41,0,22,43,41,1,59.28
5.29,5.65,50,76,84,40,1,80,58,6,16,73.76
8.3,5.95,24,65,86,57,0,83,30,16,5,76.27
7.2,8.27,42,38,84,23,0,68,39,11,18,72.46
9.2,9.03,47,99,74,85,0,7,94,8,13,73.88
7.49,8.87,93,97,83,89,0,79,37,11,4,90.82
8.92,6.59,48,10,65,30,0,90,85,43,18,78.93
7.06,5.72,69,65,75,100,0,43,90,42,11,75.32
6.63,5.54,66,23,74,26,0,8,69,34,11,45.27
6.64,6.14,96,17,61,74,1,84,81,27,10,80.86
8.55,7.6,40,34,63,19,1,72,49,37,9,68.54
7.61,7.56,84,16,56,70,1,37,63,33,10,68.8
9.21,5.41,28,60,82,68,0,6,62,13,15,61.43
6.19,9.35,46,73,86,34,1,84,72,31,13,79.41
8.05,8.23,14,84,74,24,1,43,65,14,0,59.52
6.15,7.16,34,59,91,74,1,45,50,9,3,66.58
7.55,8.21,80,21,72,78,1,13,79,48,6,62.64
5.67,7.72,73,31,83,2,1,60,88,42,12,59.96
8.56,7.37,88,84,59,56,0,76,92,50,15,85.49
6.48,7.23,36,97,72,52,0,100,46,4,2,80.47
8.07,6.68,93,81,83,54,0,81,80,36,16,86.0
8.79,8.03,44,98,55,32,0,24,73,67,15,63.49
8.27,8.71,95,62,74,49,1,67,68,24,9,80.69
5.25,5.0,58,30,76,11,1,98,74,57,11,65.57
8.65,9.36,94,29,70,8,1,50,34,4,8,66.83
8.01,6.52,33,54,71,100,0,29,99,19,11,72.25
8.91,6.45,93,87,83,52,0,56,81,63,2,72.22
7.48,9.53,45,99,100,51,0,58,32,32,13,78.12
8.22,7.48,17,35,60,60,0,94,38,2,4,80.4
7.55,5.38,60,82,79,85,0,33,50,7,16,73.32
8.55,8.31,28,91,70,29,1,19,63,30,18,63.45
7.85,6.07,83,71,76,6,1,31,62,35,16,58.02
6.64,9.48,61,13,58,82,1,14,48,39,1,59.17
9.36,5.83,21,31,82,75,0,77,96,19,11,81.64
